Genre,Name,Author,Lvl.nov,Lvl.adv,Lvl.exh,Lvl.inf/grv/hvn/vid/xcd/mxm
"FLOOR","じゅーじゅー♥焼肉の火からフェニックス！？～再誕の†炭火焼き～","かめりあ feat. ななひら",6,12,17
"SDVX 오리지널","HAELE III ~Angel Worlds~","Yu_Asahina ft. Ritsuka",5,11,15,18
"BEMANI","ドーパミン","U1 overground",6,12,18
"FLOOR","crêpe suzette","kamome sano",5,10,16
"FLOOR","Shiawase Transmission","you",4,10,16
"동방 어레인지","双翼 - Black Wings - SDVX Edit. -","SOUND HOLIC feat. 709sec. & YURiCa",5,11,16
"동방 어레인지","Treasure","発熱巫女～ず",3,8,13
"동방 어레인지","三つ数えろ","豚乙女",3,10,16
"FLOOR","Lucky*Clover","Shiron＋こふ×モリモリあつしと提供でお送りします。",6,11,17
"SDVX 오리지널","マサカリブレイド","REDALiCE",6,12,18
"BEMANI","FLOWER","DJ YOSHITAKA 「jubeat」より",5,11,18,19
"ひなビタ♪/バンめし♪","ちくわパフェだよ☆ＣＫＰ","日向美ビタースイーツ♪",5,11,15
"ひなビタ♪/バンめし♪","都会征服Girls☆","日向美ビタースイーツ♪",3,8,14
"ひなビタ♪/バンめし♪","ホーンテッド★メイドランチ","日向美ビタースイーツ♪",5,12,17
"ひなビタ♪/バンめし♪","めうめうぺったんたん！！","日向美ビタースイーツ♪",3,9,15
"ひなビタ♪/バンめし♪","滅亡天使 † にこきゅっぴん","日向美ビタースイーツ♪",4,10,16
"FLOOR","Warriors Aboot","RoughSketch vs MAD CHILD",6,12,18
"VOCALOID","Vampire's Territory","u-z",5,11,17
"FLOOR","Sourire","とろまる",4,9,16
"FLOOR","ハナビラ:リンクス","かゆき＆yoa feat.もちこまめ",4,10,15
"FLOOR","Firestorm","ETIA.",6,12,18
"FLOOR","My name is TSUMABUKI","KO3",3,8,14
"FLOOR","ギャラクシィ・トラベラー","U-ske feat.ななひら",4,10,14
"동방 어레인지","Starlight Dance Floor","発熱巫女～ず",2,8,13
"FLOOR","6弦とピアノのためのエチュード op.4","ke-ji",4,10,16
"FLOOR","eternita","cosMo＠暴走P",5,11,16
"BEMANI","夏色DIARY -Summer Dazzlin' Vacation miX-","猫叉王子 feat. PHQUASE vs. MAD CHILD",5,11,17,16
"SDVX 오리지널","ΑΩ","BlackY",6,12,18,19
"FLOOR","veRtrageS","Riz vs. Shiron",6,13,18
"BEMANI","citrus","kamome sano",5,11,15
"SDVX 오리지널","Blastix Riotz","かめりあ as "Bang Riot"",6,13,18,19
"SDVX 오리지널","Preserved Valkyria","ぺのれり",6,12,18,19
"FLOOR","Witch in Sweetsland","COOKIE MONSTERS(winddrums+黒魔)",6,12,17
"FLOOR","Ops:Code-Rapture-","Getty vs. DJ DiA",6,14,18
"FLOOR","Cold Inflation","kanone vs. Yooh",4,10,16
"FLOOR","UnivEarth","Antinomic Paradox",6,12,18
"FLOOR","Le Fruit Défendu","モリモリあつし+Verdammt",5,11,16
"BEMANI","TOXIC VIBRATION","SOUND HOLIC Vs. T.Kakuta feat. YURiCa",6,12,17
"BEMANI","灼熱Beach Side Bunny","DJ Mass MAD Izm*",6,12,18
"BEMANI","リカーシブ・ファンクション","OSTER project",5,11,15
"동방 어레인지","Opium and Purple haze","D.watt(OTAKU-ELITE Recordings)",5,10,17,18
"동방 어레인지","シャ ビ ドゥ 素敵な恋の魔法","ARM feat. ちよこ(IOSYS)",4,10,15
"FLOOR","ネメシス SDVX Edit","Larca",5,11,17
"FLOOR","BOUNCE BOUNCE BOUNCE","ZYTOKINE feat. itori",3,8,13
"BEMANI","Sounds Of Summer","Hommarju",5,12,16
"FLOOR","Innocent Floor","P*Light",6,12,17
"BEMANI","In The Breeze","96 & Sota ft. Mayumi Morinaga",5,11,16
"FLOOR","INF-B《L-aste-R》","かねこちはる",6,12,18,19
"FLOOR","Twin Blaster","polysha+tcheb",5,11,16
"FLOOR","disco KAWAii","uno feat.ちよこ(IOSYS)",4,9,14
"FLOOR","New Days","10calorie",4,10,15
"FLOOR","Princessどうかお願い!!","20文字と言う字数制限に挑み続けるかぼち",4,9,15
"동방 어레인지","Innocent Eyes","FELT",3,8,13
"동방 어레인지","感情の魔天楼 ～ Arr.Demetori","Demetori",5,11,17
"BEMANI","gigadelic (かめりあ's "The TERA" RMX)","かめりあ",6,13,18
"BEMANI","The Wind of Gold(飛翔鳶 Remix)","飛翔鳶交響楽団",3,8,13
"BEMANI","Monkey Business(Band Edit.)","daph",4,10,16
"BEMANI","Wuv U(pico/ustic rmx)","kamome sano",5,11,16
"SDVX 오리지널","無双","SOUND HOLIC Vs. VENUS feat. Nana Takahashi",5,11,17
"FLOOR","好きトキメキとキス","かねこちはる feat. はぁち",5,11,15
"FLOOR","時計仕掛けのメリーゴーランド","餡若feat.みゅい",4,9,13
"FLOOR","Pon-Pon-Pompoko Dai-Sen-Saw!","黒魔",6,12,18
"FLOOR","Lovesick Lovetune","VALLEYSTONE feat. 紫崎 雪",3,8,13
"FLOOR","One & Only","Salk2d",3,8,16
"BEMANI","EBONY & IVORY","OSTER project",5,11,17
"BEMANI","パ→ピ→プ→Yeah!","ヒゲドライバー join. shully & Nimo",6,12,17
"FLOOR","Milkyway - memorable -","こふ",5,10,16
"BEMANI","Our Faith (takdrive remix)","takdrive",4,10,16
"FLOOR","ON FIRE","ニシジマユーキ",4,8,15
"FLOOR","The willow and snow","saminun",3,8,14
"BEMANI","Monkey Business -Satire mix-","LeaF",5,11,16
"BEMANI","量子の海のリントヴルム","黒猫ダンジョン",6,12,17
"동방 어레인지","妖隠し -あやかしかくし-","DJ TOTTO feat.3L",4,9,16
"동방 어레인지","竹取飛翔 ～ Lunatic Princess (Ryu☆Remix)","Ryu☆",4,10,16
"SDVX 오리지널","HAVOX","BlackY vs. Yooh",6,13,18
"동방 어레인지","BEAT-NEW-WORLD","ビートまりお（COOL&CREATE）",4,11,17
"동방 어레인지","ホメ猫☆センセーション","P*Light feat. mow*2",4,9,16
"동방 어레인지","Russian Caravan Rhapsody","Power Of Nature",4,9,15
"FLOOR","AYAKASHI","Hommarju",5,12,17
"VOCALOID","女言葉の消失","Sota Fujimori",3,10,13
"FLOOR","Poison Blood","udouddo",5,11,15
"FLOOR","Everlasting Message","ぺのれり",7,13,17,19
"FLOOR","混乱少女♥そふらんちゃん!!","かめりあ feat. ななひら",6,12,18
"FLOOR","Sayonara Planet Wars","黒魔",6,13,18
"FLOOR","Chant du Cygne","ke-ji",6,12,17
"FLOOR","到達してしまった僕らと夢と希望の最之果","Ayatsugu_Otowa",6,13,18
"FLOOR","KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX-","FLOOR LEGENDS -KAC 2012-",6,12,17,18
"FLOOR","tricky trick","kamome sano",5,10,18
"동방 어레인지","Paranoia","DiGiTAL WiNG feat.花たん",4,9,16
"BEMANI","FIRE FIREは電気スウィングの夢を見るか？","millstones",5,10,16
"FLOOR","Borealis","ginkiha",5,11,17
"BEMANI","Wuv U (Colorful QT3 nekomix)","ねこみりん feat.えみゅう。×みゆ×小宮真央",4,10,16
"FLOOR","Invitation from Mr.C","C-Show",6,12,18
"FLOOR","2 MINUTES FIGHTERS","P*Light",6,12,17
"FLOOR","LegenD.","Yooh",6,12,18
"FLOOR","World's end","Noah",6,12,18
"FLOOR","瞬間ドリップ♪秘蜜のケーキセット","そよもぎ",5,11,16
"FLOOR","macaron","colate",5,10,15
"BEMANI","Go↓Go↑Girls&Boys!","松下feat.Sota & wac",4,9,15
"SDVX 오리지널","INDEPENDENT SKY","SOUND HOLIC feat. Nana Takahashi",5,9,13,17
"BEMANI","TIEFSEE","SOUND HOLIC Vs. dj TAKA feat. YURiCa",5,12,17
"동방 어레인지","囲い無き世は一期の月影","豚乙女",5,10,16
"BEMANI","The Sampling Paradise (P*Light Remix)","P*Light",5,11,17
"BEMANI","Pure Evil (Kobaryo FTN-Remix)","Kobaryo",6,13,17
"FLOOR","Scarlet Pinheel","ぺのれり",4,10,16
"FLOOR","False Cross","BlackY",5,11,17
"FLOOR","Prelude-Hereafter-","源屋",4,10,15
"FLOOR","感情Xerography","8284 feat. 榎楠",4,9,14
"FLOOR","きらきらタイム☆","さわわ",5,11,17
"FLOOR","TU-MA-MI△ALL-NIGHTER","xi underground",2,10,16
"FLOOR","Hustle Beat!!","とろまる",4,10,15
"동방 어레인지","The Starry true","Liz Triangle",2,7,12
"동방 어레인지","メイガスナイト ～ Arr.Demetori","Demetori",5,10,16
"동방 어레인지","Liminality","FELT",4,9,16
"FLOOR","F.K.S.","Nizikawa",6,11,17
"BEMANI","gigadelic(m3rkAb4# R3m!x)","ikaruga_nex",6,11,17
"동방 어레인지","最速最高シャッターガール","ビートまりお（COOL&CREATE）",5,11,16
"BEMANI","The Wind of Gold -HΔPPY MIX-","sky_delta",4,10,15
"동방 어레인지","しゅわスパ大作戦☆ - SDVX Edit. -","SOUND HOLIC feat. Nana Takahashi",2,9,13
"동방 어레인지","Jump!","Syrufit feat.綾倉盟 / 市松椿",4,10,13
"동방 어레인지","SkyDrive!","Amateras Records feat.築山さえ",3,9,15
"FLOOR","トリコロール・ダイアリー","梅干茶漬け",5,11,16
"FLOOR","Never Regret Anything","影虎。",3,9,16
"FLOOR","Hyper☆Chipspace","Saiph",5,9,16
"BEMANI","Virtual Sunrise (MYTK Remix)","MYTK",3,9,13
"FLOOR","Violet Soul","Soleily",4,10,16
"동방 어레인지","Pieces","発熱巫女～ず",1,8,12
"BEMANI","FIRE FIRE(Kazmasa Remix)","Kazmasa",6,11,17
"FLOOR","Find the Answer","みゅー feat. ゆいこんぬ",2,8,12
"FLOOR","bloom","Gowrock",3,9,13
"FLOOR","Belly Flopper","O2i3",4,10,15
"FLOOR","ぼくらしかしらない","ぬゆり",5,10,17
"동방 어레인지","物凄い狂っとるフランちゃんが物凄いうた","Halozy feat. ななひら",5,11,17
"FLOOR","Liming Light","negi",4,10,13
"FLOOR","Rubeus","RedMuffleR",6,11,17
"BEMANI","Our Faith (Faithful MTL Remix)","DOUBLE HELIX",5,11,17
"BEMANI","The Sampling Paradise (N-Driver Style)","N-Driver",5,12,16
"BEMANI","Virtual Sunrise (xac remix)","xac",4,10,15
"BEMANI","Pure Evil-Aya2g Drm'n Tech Rmx-","Ayatsugu_Otowa",6,12,17
"VOCALOID","アルテミス","FILTER SYSTEM",3,10,13
"VOCALOID","VILE CAT","TAKU1175",5,11,18
"동방 어레인지","Attack on Dwarf","unatra",4,10,14
"동방 어레인지","werewolf howls.","かめりあ",6,12,18
"BEMANI","打打打打打打打打打打","ヒゲドライバー join. SELEN",6,11,15,17
"FLOOR","Appliqué","モリモリあつし",5,11,16,17
"FLOOR","Wish upon Twin Stars","xi",5,11,17,18
"FLOOR","Growth Memories","Hidra-Xjeil",6,12,18,19
"FLOOR","CODE -CRiMSON-","Shiron",6,12,17,18
"FLOOR","はわわｗ！な展開っ！","かねこちはる feat. 紫崎 雪",4,11,15,16
"BEMANI","朱と碧のランページ","NU-KO",5,13,17
"BEMANI","gigadelic -stance xxxx-","Hate",5,11,17
"동방 어레인지","コミカルなミシャグジとラジエーション(PUNK IT ver.)","void & ARM feat. ななひら & ちよこ",4,10,15
"BEMANI","The Wind of Gold (folkcore remix)","borzy",4,9,14
"동방 어레인지","sweet dream","平茸＋夕野ヨシミ＋山本椛",2,9,13
"BEMANI","FIRE FIRE -DARK BLAZE REMIX-","Yooh",6,13,17
"BEMANI","Monkey Business (lapix Remix)","lapix",5,10,16
"BEMANI","Wuv U -More2 HAPPY Re-Mix Special-","Yu_Asahina",5,10,15
"SDVX 오리지널","INSECTICIDE","Camellia",6,12,18,19
"BEMANI","御千手メディテーション","昇天家族",6,12,15,17
"BEMANI","KHAMEN BREAK","くふおー",5,12,16,16
"BEMANI","Cleopatrysm","ピラミッ℃",6,12,15,16
"동방 어레인지","Wave of Craze","Shiron",5,11,15
"동방 어레인지","幻想浄瑠璃-Aya2g Tech Dance Remix-","Ayatsugu_Otowa",3,9,15
"VOCALOID","second spring storm","Spacelectro",2,7,12
"동방 어레인지","Get out of my sight","void(IOSYS) feat. 厚志(石鹸屋)&周平(Silently Shooting Traitors)",4,11,15
"동방 어레인지","#FairyJoke #SDVX_Edit","uno(IOSYS)",3,11,17
"동방 어레인지","マスパでシュッ☆メイドウィッチまりさちゃん","ARM(IOSYS) feat. 桃井はるこ",3,9,13
"동방 어레인지","Lemures Prelude","EastNewSound",3,9,14
"FLOOR","カレクレンマ","Music by アサヒナユウ, Vocal by みかん汁",3,10,15
"동방 어레인지","患部で止まってすぐ溶ける ～ 狂気の優曇華院","ARM(IOSYS)",5,10,15,17
"FLOOR","SPARKLING FANTASY","Music by BlackY, Vocal by ぁゅ",4,9,13
"동방 어레인지","ってゐ！ ～えいえんてゐVer～","石鹸屋",3,8,12,15
"동방 어레인지","Mami Mami Zone","REDALiCE feat. 野宮あゆみ",4,10,16
"FLOOR","mon$tage","Music by Hommarju, Vocal by かぼちゃ",5,11,16
"동방 어레인지","八雲藍の唯心論","君の美術館",3,9,14
"동방 어레인지","信仰は儚き人間の為に ～ Arr.Demetori","Demetori",5,11,17
"동방 어레인지","竹取飛翔","岸田教団＆THE明星ロケッツ",3,9,15,17
"동방 어레인지","Phantasm Brigade","Silver Forest",2,8,13
"FLOOR","Unlimited Field","Music by 上村香月, Vocal by Kuroa*",5,11,15
"FLOOR","冬に桜が咲くようなキセキ。","Music by nmk/佐原誠&kei_iwata, Vocal by SOPHY",4,9,15
"FLOOR","REPLiCA","Music by Hommarju, Vocal by ぁゅ",3,8,13
"동방 어레인지","KiLLeR MeRMaiD","QURELESS",6,12,17
"동방 어레인지","Mist In Hell","LUNA",6,11,17
"FLOOR","Innocent Tempest","Diceros Bicornis",6,12,17,19
"FLOOR","侵蝕コード：666　-今日ちょっと指（略-","かぼちゃ「黒幕はあやつぐ」と供述しており",4,10,15
"FLOOR","ボルテ体操第一","Kaoru feat.FG75",1,12,17
"FLOOR","流れ星と君の歌","Music by 沙野カモメ, Vocal by SOPHY",4,9,14
"FLOOR","Liar World Monologue","Music by ismK, Vocal by Kuroa*",4,9,16
"FLOOR","odds and ends","MarcheИ",5,9,15,17
"FLOOR","はなむけ","ふる",4,9,13,16
"FLOOR","Harpuia","BlackY",6,11,17,18
"SDVX 오리지널","Virtual Sunrise","kors k",4,10,15
"SDVX 오리지널","Pure Evil","kors k",5,12,17
"FLOOR","Black Emperor","黒魔",6,11,18,19
"FLOOR","Hoshizora Illumination","you",4,10,16,17
"VOCALOID","群青硝子のスピカ","unatra / カラクサ",2,8,15
"VOCALOID","超爽快☆パッショネイト・フィーバー","Ayatsugu_Otowa",5,10,16
"VOCALOID","FLYING OUT TO THE SKY","かめりあ",5,10,17
"FLOOR","嘘と接吻","yozaquar feat.ぁゅ",3,9,13
"VOCALOID","神となり彼が見た境界線","上村香月",5,10,15
"FLOOR","crazy cinema story","黒魔",4,8,16
"FLOOR","Fiat Lux","xi",5,11,17
"FLOOR","絢爛創世絵巻物","ke-ji",3,8,13
"FLOOR","コンベア速度Max!? しゃいにん☆廻転ズシ"Sushi&Peace"","かめりあ feat. ななひら",5,11,16
"BEMANI","IX","dj TAKA VS DJ TOTTO feat.藍",6,12,17,19
"FLOOR","Future MUSiC","Ym1024 feat. lamie*",2,7,12
"VOCALOID","ウバワレ","TAKU1175",4,10,16,17
"FLOOR","EOS -INFINITE EDIT-","ginkiha",3,11,13,16
"BEMANI","Engraved Mark","Ryu☆ ∞ Des-ROW",5,11,16
"BEMANI","Squeeze","VENUS feat. Mutsuhiko Izumi",5,12,16
"BEMANI","デッドボヲルdeホームラン","猫叉Masterβ2",3,9,15
"BEMANI","轟け！恋のビーンボール！！","ダイナミック野球兄弟 v.s. クロスファイヤーPrim",5,11,17
"FLOOR","Verse IV","ZOGRAPHOS (Yu_Asahina+Yamajet)",5,12,17,19
"BEMANI","野球の遊び方　そしてその歴史　～決定版～","あさき大監督",3,11,13
"FLOOR","LittleGameStar","An",3,10,15,17
"FLOOR","イゴモヨス＝オムルのテーマによるブヨブヨ・スケッチの試み","日本楽音ノイズ協会",4,10,17
"FLOOR","will o' the wisp","XIzE",4,10,13
"FLOOR","Profession","syzfonics",3,12,16
"FLOOR","雪女","かねこちはる",5,12,16,17
"동방 어레인지","おお われら喜び讃うべし、主よ","すのうまん",4,10,16,18
"동방 어레인지","上海紅茶館 ～ Chinese Tea Orchid Remix","Yooh",5,10,16,18
"동방 어레인지","U.N.オーエンは彼女なのか？haru_naba Remix","はるなば",5,11,17
"FLOOR","超越してしまった彼女と其を生み落した理由","Ayatsugu_Otowa",6,12,17,18
"FLOOR","Bangin' Burst","かめりあ",6,13,18,19
"FLOOR","For UltraPlayers","cosMo＠暴走P",7,13,18,19
"FLOOR","BLACK or WHITE?","BlackYooh vs. siromaru",6,12,18,19
"FLOOR","Hellfire","Hommarju",6,12,17,18
"FLOOR","Last Concerto","ke-ji",6,12,17,18
"BEMANI","Stella Sinistra","Akhuta Philharmonic Orchestra",5,11,16
"BEMANI","HYENA","Hommarju",5,12,17
"BEMANI","PUNISHER","TAG×PON",4,10,16
"BEMANI","マインド・ゲーム","96 with メカショッチョー",4,9,14
"FLOOR","Erlung","削除",4,10,14,17
"FLOOR","choux à la crème","kamome sano",5,11,16,17
"FLOOR","take a step forward","uma",3,10,15,17
"FLOOR","TrailBlazer","cold kiss",3,9,13,16
"FLOOR","Last Battalion","ETIA.",4,10,15,17
"FLOOR","Decretum","Project Mayhem",5,11,17
"FLOOR","Dignity","Yooh",6,11,16
"FLOOR","ムーニャポヨポヨスッポコニャーゴ","全日本スッポコニャーゴ親衛隊",4,10,17,18
"동방 어레인지","ルーネイトエルフ(Riz Mix)","Riz",3,10,14
"BEMANI","True Blue","dj TAKA feat.AiMEE",5,11,17
"FLOOR","Demetel","ETIA.",3,7,12
"FLOOR","トラウィスカルパンテクートリ","Noah",5,9,16
"FLOOR","ゆうしゃのなつやすみ","Verdammt",4,9,14
"동방 어레인지","Electric "Sister" Bitch","t+pazolite",4,10,16
"VOCALOID","- dirty rouge -","ぺのれり",5,10,15
"FLOOR","BUBBLE RAVER","P*Light",4,9,15
"FLOOR","Paradoxy","lapix",4,9,15
"FLOOR","Rings of Rainbow","Hommarju",5,10,15
"FLOOR","LEMON SUMMER","パイタン",4,10,15
"동방 어레인지","赤より紅い夢-Aya2g Tech Dance Remix-","Ayatsugu_Otowa",4,9,16
"동방 어레인지","Catadioptric","Jerico",3,7,13
"동방 어레인지","夢の空、約束の場所","Illusion Sonic",2,7,11
"동방 어레인지","ワヴル魔法図書館","wobble magic library",5,10,15
"동방 어레인지","最終鬼畜妹フランドール・S","ビートまりお（COOL&CREATE）",5,12,16,18
"동방 어레인지","Hail Storm","FELT",2,7,12
"FLOOR","INFINITY OVERDRIVE","DecisionS(kanone + nora2r)",5,11,15,17
"FLOOR","Crack Traxxxx","Lite Show Magic (t+pazolite vs C-Show)",6,11,16,18
"FLOOR","XROSS INFECTION","BlackY vs. Yooh",6,13,17,19
"FLOOR","Double Universe","Hommarju vs P*Light",5,11,16,17
"FLOOR","Dawn of Asia","ginkiha+kamome sano",4,11,15,16
"동방 어레인지","Over the Starlit sky","MUZIK SERVANT feat.CHERICa",4,9,15
"BEMANI","snow storm -euphoria-","Yooh",5,11,17,19
"BEMANI","DEADLOCK XXX","BlackY",5,11,17
"동방 어레인지","魔法少女達の百年祭(masty core remix)","masty",4,10,15
"동방 어레인지","ウサテイ","あまね＋ビートまりお（COOL&CREATE）",4,8,15
"FLOOR","Quietus Ray","xi",5,11,17,19
"동방 어레인지","Starlight Vision","矢鴇つかさ feat. 三澤秋 (SoundOnline)",2,7,12
"VOCALOID","VERSUS!!","しけもく",5,10,15
"FLOOR","Booths of Fighters","RoughSketch + DD"ナカタ"Metal",5,11,17,19
"동방 어레인지","U.N. Owen was her? (Hyuji Remix)","Hyuji",4,9,13
"FLOOR","Voice 2 Voice","MAD CHILD",4,10,15
"FLOOR","Smile","Hommarju feat. 実谷なな",3,7,12
"BEMANI","Daily Lunch Special ～DeliciousREMIX～","提供",5,10,15
"VOCALOID","デストロイマーチ","桜華",4,11,16
"BEMANI","Unicorn tail Dustboxxxx RMX","Dustboxxxx",5,10,16,18
"BEMANI","恋はどう？モロ◎波動OK☆方程式!!","あべにゅうぷろじぇくと feat.佐倉紗織 produced by ave;new",3,9,15
"동방 어레인지","#Fairy_dancing_in_lake","uno(IOSYS)",3,11,16,18
"동방 어레인지","モモンが門番ばんっ☆","ねこみりん feat.みゆ",5,9,15
"동방 어레인지","U.N.オーエンは彼女なのか？(TO-HOlic mix)","C-Show",5,11,16
"BEMANI","音楽 -resolve-","Yu_Asahina",6,11,17,19
"BEMANI","少年は空を辿る Prog Piano Remix","とろまる",5,9,16,17
"FLOOR","獣性オーバーフロウ","PROCYON KNIGHTS PROJECT",3,10,15
"FLOOR","HAPPY HEART BEAT","ヒゲドライバー",4,8,14
"FLOOR","華陽炎-Hana Kagerou-","源屋 feat.Kuroa*",3,10,14
"FLOOR","OVERDRIVERS","P*Light feat. mow*2",4,10,14
"FLOOR","GEROL","Hommarju",5,11,16
"BEMANI","Sakura Reflection 音頭 -盆踊Remix-","源屋",4,9,13
"FLOOR","サヨナラデイズ","七誌",2,9,12
"FLOOR","Joyeuse","ke-ji",4,10,17,18
"SDVX 오리지널","つぶやき魔法少女りむる","DJ SHARPNEL feat. みらい",5,10,16
"FLOOR","HAELEQUIN","orangentle / Yu_Asahina",5,11,17
"FLOOR","殯","かねこちはる",3,7,13
"FLOOR","悪いところがひとつもない！","臨界モスキー党",3,9,14
"BEMANI","アルストロメリア KURO-HACO Remix","kuroburger",4,10,15
"FLOOR","C18H27NO3","Team Grimoire",6,10,16,18
"FLOOR","Lieselotte","wa.",4,8,15
"BEMANI","I'm so Happy","Ryu☆",4,9,16
"BEMANI","VALLIS-NERIA","DJ YOSHITAKA",6,11,18
"FLOOR","En FIRE-G SOUL","Yooh",4,9,13
"BEMANI","音楽 -壊音楽 mix-","LeaF",5,11,17
"FLOOR","honey trap","そよもぎ",2,7,12
"FLOOR","Party Stream !!","DJ Amane",4,9,15
"FLOOR","ませまてぃっく♥ま+ま=まじっく！","かめりあ feat. ななひら",4,9,15
"FLOOR","WobbleTangleFestival","Relect",3,8,13
"동방 어레인지","Antinomie (SDVX EDIT)","void(IOSYS) feat. 厚志(石鹸屋)",5,10,13
"FLOOR","Qubism","Hate vs Brilliance",5,11,16,18
"동방 어레인지","Keep Going!","REDALiCE feat. 野宮あゆみ",3,9,13
"동방 어레인지","Two Fates","発熱巫女～ず",2,6,11
"FLOOR","Tomato Leaf Breaks","millstones",5,9,13
"동방 어레인지","Power of Battle (SDVX EDIT)","RoughSketch vs REDALiCE feat.イザベル",4,10,13
"BEMANI","Fly to Next World (syzfonics Remix)","syzfonics",3,7,12
"동방 어레인지","魔境堕天録サリエル","Unlucky Morpheus",3,9,14,18
"BEMANI","UNLIMITED FIRE (DJ Amane Remix)","DJ Amane",3,9,13
"FLOOR","Vindicator","void (Mournfinale)",5,9,15
"동방 어레인지","エピクロスの虹はもう見えない","SYNC.ART'S feat. 美里",1,7,12
"동방 어레인지","神々の祈り","舞風-MAIKAZE/沙紗飛鳥",1,7,10
"FLOOR","Goodbye-bye Planet","黒魔",5,10,14
"동방 어레인지","げきオコスティックファイナリアリティぷんぷんマスタースパーク","ARM(IOSYS) feat.ビートまりお(COOL&CREATE)",3,11,14
"BEMANI","concon (picom'n'bass rmx)","kamome sano",4,10,13
"BEMANI","Sakura Reflection (P*Light Slayer Remix)","P*Light",4,11,15,18
"BEMANI","She is my wife すーぱーアイドル☆ミツル子Remixちゃん","高井さんとuno(IOSYS)",4,10,15,18
"FLOOR","GIGI BABA","ヒゲドライバー",4,9,13
"VOCALOID","自由のための不自由","上村香月",3,9,11
"동방 어레인지","SCAPEGOAT BOY - SDVX Edit. -","SOUND HOLIC feat. Nana Takahashi",2,8,14
"FLOOR","Starlight Express","ginkiha",4,9,16
"동방 어레인지","星霜輪廻～Repeat～","EastNewSound feat. 茶太",2,8,13
"동방 어레인지","蒼空に舞え、墨染の桜","さゆり (Silver Forest)",1,6,11
"BEMANI","Daily Lunch Special (tpz Overcute Remix)","t+pazolite",3,9,13
"FLOOR","DELETED MOTION","たちのん",3,11,13
"동방 어레인지","東方妖々夢 ～the maximum moving about～","石鹸屋",2,8,13
"FLOOR","dream control","C-YA",4,10,11
"FLOOR","Next infection","Sanaas",4,10,15
"FLOOR","Foolish Hero","lapix",4,10,14
"BEMANI","Mother Ship (C-YA MIX)","C-YA",4,11,15
"동방 어레인지","待チ人ハ来ズ。","豚乙女",3,7,12
"FLOOR","Raptate","削除",4,9,12
"동방 어레인지","Strawberry Crisis","CROW'SCLAW",4,10,16
"동방 어레인지","秘封倶楽部の未踏世界","君の美術館",2,9,12
"동방 어레인지","Wheel","Syrufit feat.綾倉盟 / 市松椿",3,11,16,17
"FLOOR","The world of sound","Music by Ryuwitty, Vocal by Kuroa*",5,11,17,18
"FLOOR","ずっとそばにいさせてよね！","Music by 音遊人 -mu-jin-, Vocal by みかん汁",4,8,15
"FLOOR","Hello world!","Music by 源屋, Vocal by SOPHY",3,10,13
"FLOOR","超恋愛☆エクストリーム・ガール","Music by Ayatsugu_Otowa, Vocal by みゅい",5,10,15
"FLOOR","僕たちは此処にいる","でもたまに居場所とか見失うかぼちゃ",4,9,13
"FLOOR","Life is Beautiful","Music by コバヤシユウヤ, Vocal by Kuroa*",4,9,13
"동방 어레인지","Earthquake Super Shock - SDVX Edit. -","SOUND HOLIC feat. Nana Takahashi",4,10,15
"동방 어레인지","究極焼肉レストラン！お燐の地獄亭！","ARM(IOSYS)",5,10,13
"동방 어레인지","Silent Story","発熱巫女～ず",2,8,11
"동방 어레인지","DesireDrive","岸田教団＆THE明星ロケッツ",5,10,13
"동방 어레인지","ナイト・オブ・ナイツ","ビートまりお（COOL&CREATE）",5,11,15,17
"동방 어레인지","-Rayrain-","こなぐすり",3,9,12
"동방 어레인지","ケロ⑨destiny","Silver Forest feat. めらみぽっぷ",4,10,15,17
"동방 어레인지","Help me, ERINNNNNN!!","ビートまりお（COOL&CREATE）",5,10,13
"동방 어레인지","魔理沙は大変なものを盗んでいきました","ARM(IOSYS)",4,9,13,18
"동방 어레인지","物凄い勢いでけーねが物凄いうた","Halozy feat. ななひら",5,10,15
"동방 어레인지","Rot in hell！！","EastNewSound",3,8,13
"FLOOR","croiX","TeamGrimoire+あま猫",6,12,16,18
"FLOOR","Gott","Hommarju",6,11,16,17
"FLOOR","Dynasty","Yooh",6,12,16,17
"FLOOR","PANIC HOLIC","C-Show",6,11,16,18
"FLOOR","Max Burning!!","BlackY",7,13,17,18
"FLOOR","Absurd Gaff","siromaru",6,12,16,18
"FLOOR","EGG","ginkiha",3,9,14,17
"FLOOR","éclair au chocolat","kamome sano",3,9,13,17
"FLOOR","大宇宙ステージ","黒魔",5,11,17,19
"FLOOR","TRIGGER★HAPPY","P*Light",5,10,14,16
"FLOOR","VISION","nora2r",3,8,13,16
"FLOOR","V.I.P.","ismK",6,11,17,18
"FLOOR","Soundscape","Hommarju",4,9,13
"BEMANI","AA BlackY mix","BlackY",6,12,16,17
"BEMANI","Tomorrow Perfume (tpz Despair Remix)","t+pazolite",4,9,13
"VOCALOID","pandora (Maozon Remix)","Maozon",2,8,13
"BEMANI","Freeway Shuffle -More2 HAPPY Re-Mix-","Yu_Asahina",5,10,15
"BEMANI","Abyss (sharp stepp remix)","borzy",3,10,13
"BEMANI","Tomorrow Perfume (C-Show Remix)","C-Show",5,12,16
"BEMANI","Blue Rain Dustboxxxx RMX","Dustboxxxx",5,10,14
